Season,Team,G,Pts,Avg,2FG,2FG_%,3FG,3FG_%,FT,FT_%,Reb,St,As,Bl,full_name
2015-16,Lokomotiv Kuban Krasnodar,31,261,8.4,70/150,46.7,25/79,31.6,46/63,73,141,36,30,20,"SINGLETON, CHRIS"
2016-17,Panathinaikos Superfoods Athens,33,397,12,79/146,54.1,48/110,43.6,95/127,74.8,195,41,38,34,"SINGLETON, CHRIS"
2017-18,Panathinaikos Superfoods Athens,34,351,10.3,42/104,40.4,59/128,46.1,90/123,73.2,196,33,38,25,"SINGLETON, CHRIS"
2018-19,FC Barcelona Lassa,35,279,8,45/127,35.4,47/119,39.5,48/62,77.4,154,38,30,17,"SINGLETON, CHRIS"
2019-20,Anadolu Efes Istanbul,28,217,7.8,29/76,38.2,37/82,45.1,48/55,87.3,123,35,28,12,"SINGLETON, CHRIS"
2020-21,Anadolu Efes Istanbul,4,16,4,3/7,42.9,2/7,28.6,4/4,100,8,4,5,1,"SINGLETON, CHRIS"
2013-14,Fenerbahce Ulker Istanbul,15,41,2.7,11/18,61.1,4/11,36.4,7/10,70,15,8,16,1,"SIPAHI, KENAN"
2014-15,Fenerbahce Ulker Istanbul,22,36,1.6,9/18,50,5/26,19.2,3/4,75,17,8,15,0,"SIPAHI, KENAN"
2015-16,Pinar Karsiyaka Izmir,10,53,5.3,15/33,45.5,4/20,20,11/16,68.8,11,9,37,0,"SIPAHI, KENAN"
2019-20,FC Bayern Munich,7,37,5.3,9/13,69.2,5/10,50,4/4,100,7,10,17,0,"SISKO, ZAN"
2020-21,FC Bayern Munich,5,19,3.8,5/13,38.5,3/5,60,0/0,0,10,5,12,0,"SISKO, ZAN"
2019-20,ALBA Berlin,17,158,9.3,22/53,41.5,20/73,27.4,54/63,85.7,25,16,88,0,"SIVA, PEYTON"
2020-21,ALBA Berlin,4,34,8.5,5/9,55.6,5/17,29.4,9/10,90,6,6,16,1,"SIVA, PEYTON"
2009-10,Olympiacos Piraeus,1,1,1,0/0,0,0/1,0,1/2,50,1,0,0,0,"SLOUKAS, KOSTAS"
2011-12,Olympiacos Piraeus,15,83,5.5,16/32,50,10/18,55.6,21/24,87.5,26,10,24,1,"SLOUKAS, KOSTAS"
2012-13,Olympiacos Piraeus,30,155,5.2,21/53,39.6,22/51,43.1,47/54,87,47,13,35,0,"SLOUKAS, KOSTAS"
2013-14,Olympiacos Piraeus,28,181,6.5,36/75,48,26/69,37.7,31/38,81.6,43,15,82,6,"SLOUKAS, KOSTAS"
2014-15,Olympiacos Piraeus,29,194,6.7,37/100,37,18/52,34.6,66/76,86.8,56,18,89,4,"SLOUKAS, KOSTAS"
2015-16,Fenerbahce Istanbul,21,141,6.7,34/69,49.3,10/29,34.5,43/50,86,35,7,64,0,"SLOUKAS, KOSTAS"
2016-17,Fenerbahce Istanbul,29,268,9.2,59/130,45.4,30/70,42.9,60/69,87,62,18,130,5,"SLOUKAS, KOSTAS"
2017-18,Fenerbahce Dogus Istanbul,35,351,10,73/158,46.2,43/113,38.1,76/83,91.6,87,21,188,2,"SLOUKAS, KOSTAS"
2018-19,Fenerbahce Beko Istanbul,33,389,11.8,80/138,58,48/107,44.9,85/91,93.4,72,18,157,1,"SLOUKAS, KOSTAS"
2019-20,Fenerbahce Beko Istanbul,25,289,11.6,54/112,48.2,35/83,42.2,76/81,93.8,70,22,153,1,"SLOUKAS, KOSTAS"
2020-21,Olympiacos Piraeus,5,41,8.2,6/18,33.3,7/20,35,8/9,88.9,7,2,28,0,"SLOUKAS, KOSTAS"
2018-19,FC Barcelona Lassa,14,62,4.4,11/27,40.7,10/27,37,10/11,90.9,28,5,8,3,"SMITS, ROLANDS"
2019-20,FC Barcelona,16,50,3.1,10/24,41.7,9/19,47.4,3/4,75,29,1,5,1,"SMITS, ROLANDS"
2020-21,FC Barcelona,5,35,7,9/14,64.3,4/6,66.7,5/6,83.3,12,4,5,2,"SMITS, ROLANDS"
2005-06,Panathinaikos,23,335,14.6,84/136,61.8,25/68,36.8,92/118,78,46,33,72,0,"SPANOULIS, VASSILIS"
2007-08,Panathinaikos,20,225,11.3,54/109,49.5,22/62,35.5,51/68,75,53,25,54,0,"SPANOULIS, VASSILIS"
2008-09,Panathinaikos Athens,19,199,10.5,45/84,53.6,17/55,30.9,58/66,87.9,46,22,67,0,"SPANOULIS, VASSILIS"
2009-10,Panathinaikos,14,144,10.3,28/56,50,13/47,27.7,49/58,84.5,21,16,51,0,"SPANOULIS, VASSILIS"
2010-11,Olympiacos Piraeus,20,284,14.2,57/112,50.9,26/75,34.7,92/108,85.2,35,23,85,1,"SPANOULIS, VASSILIS"
2011-12,Olympiacos Piraeus,21,350,16.7,72/134,53.7,32/83,38.6,110/133,82.7,41,15,84,2,"SPANOULIS, VASSILIS"
2012-13,Olympiacos Piraeus,31,457,14.7,88/190,46.3,53/165,32.1,122/156,78.2,69,27,170,1,"SPANOULIS, VASSILIS"
2013-14,Olympiacos Piraeus,26,392,15.1,80/156,51.3,52/151,34.4,76/103,73.8,52,10,119,0,"SPANOULIS, VASSILIS"
2014-15,Olympiacos Piraeus,26,374,14.4,60/128,46.9,50/150,33.3,104/137,75.9,46,21,142,2,"SPANOULIS, VASSILIS"
2015-16,Olympiacos Piraeus,20,224,11.2,43/117,36.8,26/100,26,60/85,70.6,30,8,108,0,"SPANOULIS, VASSILIS"
2016-17,Olympiacos Piraeus,33,416,12.6,78/163,47.9,53/168,31.5,101/133,75.9,57,19,201,0,"SPANOULIS, VASSILIS"
2017-18,Olympiacos Piraeus,24,336,14,64/135,47.4,41/130,31.5,85/104,81.7,37,16,134,0,"SPANOULIS, VASSILIS"
2018-19,Olympiacos Piraeus,25,255,10.2,44/99,44.4,40/121,33.1,47/66,71.2,46,11,127,1,"SPANOULIS, VASSILIS"
2019-20,Olympiacos Piraeus,22,248,11.3,50/86,58.1,34/119,28.6,46/57,80.7,26,8,102,0,"SPANOULIS, VASSILIS"
2020-21,Olympiacos Piraeus,5,35,7,5/14,35.7,5/22,22.7,10/14,71.4,6,5,9,0,"SPANOULIS, VASSILIS"
2019-20,LDLC ASVEL Villeurbanne,16,64,4,9/24,37.5,12/29,41.4,10/13,76.9,11,3,25,0,"STRAZEL, MATTHEW"
2020-21,LDLC ASVEL Villeurbanne,1,7,7,2/2,100,0/1,0,3/4,75,0,1,0,0,"STRAZEL, MATTHEW"
2013-14,Budivelnik Kiev,10,81,8.1,16/29,55.2,13/28,46.4,10/10,100,14,9,26,0,"STRELNIEKS, JANIS"
2015-16,Brose Baskets Bamberg,24,236,9.8,43/77,55.8,36/89,40.4,42/46,91.3,49,17,80,1,"STRELNIEKS, JANIS"
2016-17,Brose Bamberg,22,258,11.7,54/93,58.1,39/85,45.9,33/37,89.2,49,14,76,1,"STRELNIEKS, JANIS"
2017-18,Olympiacos Piraeus,34,255,7.5,41/82,50,39/102,38.2,56/61,91.8,43,19,71,0,"STRELNIEKS, JANIS"
2018-19,Olympiacos Piraeus,20,175,8.8,29/54,53.7,28/61,45.9,33/38,86.8,37,14,39,1,"STRELNIEKS, JANIS"
2019-20,CSKA Moscow,21,151,7.2,28/52,53.8,20/48,41.7,35/38,92.1,37,12,43,0,"STRELNIEKS, JANIS"
2019-20,AX Armani Exchange Milan,12,87,7.3,14/43,32.6,16/44,36.4,11/13,84.6,14,5,24,1,"SYKES, KEIFER"
2020-21,Panathinaikos OPAP Athens,3,11,3.7,1/4,25,3/10,30,0/0,0,5,0,8,0,"SYKES, KEIFER"
2017-18,AX Armani Exchange Olimpia Milan,30,200,6.7,65/101,64.4,0/0,0,70/95,73.7,172,10,9,23,"TARCZEWSKI, KALEB"
2018-19,AX Armani Exchange Olimpia Milan,24,153,6.4,63/87,72.4,0/0,0,27/39,69.2,110,10,9,16,"TARCZEWSKI, KALEB"
2019-20,AX Armani Exchange Milan,28,227,8.1,89/136,65.4,0/0,0,49/73,67.1,161,11,11,26,"TARCZEWSKI, KALEB"
2020-21,AX Armani Exchange Milan,4,21,5.3,8/15,53.3,0/0,0,5/8,62.5,16,0,1,1,"TARCZEWSKI, KALEB"
2017-18,Real Madrid,29,188,6.5,75/110,68.2,0/0,0,38/61,62.3,154,13,14,43,"TAVARES, WALTER"
2018-19,Real Madrid,34,251,7.4,104/131,79.4,0/0,0,43/68,63.2,212,14,23,57,"TAVARES, WALTER"
2019-20,Real Madrid,28,202,7.2,85/124,68.5,0/1,0,32/49,65.3,199,17,22,61,"TAVARES, WALTER"
2020-21,Real Madrid,5,48,9.6,18/27,66.7,0/0,0,12/16,75,27,3,2,6,"TAVARES, WALTER"
2015-16,Real Madrid,25,107,4.3,33/60,55,10/31,32.3,11/18,61.1,53,6,13,3,"TAYLOR, JEFFERY"
2016-17,Real Madrid,30,138,4.6,30/49,61.2,20/51,39.2,18/27,66.7,54,13,16,3,"TAYLOR, JEFFERY"
2017-18,Real Madrid,34,201,5.9,42/89,47.2,25/71,35.2,42/60,70,66,17,40,4,"TAYLOR, JEFFERY"
2018-19,Real Madrid,34,189,5.6,41/66,62.1,30/67,44.8,17/27,63,54,11,49,5,"TAYLOR, JEFFERY"
2019-20,Real Madrid,24,114,4.8,22/43,51.2,22/56,39.3,4/6,66.7,51,10,30,3,"TAYLOR, JEFFERY"
2020-21,Real Madrid,3,21,7,2/7,28.6,5/9,55.6,2/2,100,7,2,2,0,"TAYLOR, JEFFERY"
2020-21,Crvena Zvezda mts Belgrade,1,10,10,4/5,80,0/0,0,2/2,100,2,0,0,1,"TERRY, EMANUEL"
2019-20,ALBA Berlin,16,98,6.1,28/51,54.9,7/13,53.8,21/28,75,50,5,12,0,"THIEMANN, JOHANNES"
2020-21,ALBA Berlin,3,19,6.3,6/12,50,1/4,25,4/5,80,12,2,3,0,"THIEMANN, JOHANNES"
2012-13,Maccabi Electra Tel Aviv,15,66,4.4,30/62,48.4,0/0,0,6/9,66.7,42,5,7,12,"THOMAS, MALCOLM"
2017-18,Khimki Moscow Region,34,251,7.4,88/145,60.7,11/41,26.8,42/59,71.2,168,27,49,13,"THOMAS, MALCOLM"
2018-19,Khimki Moscow Region,30,257,8.6,90/135,66.7,12/38,31.6,41/61,67.2,151,25,52,17,"THOMAS, MALCOLM"
2019-20,Fenerbahce Beko Istanbul,12,35,2.9,13/31,41.9,0/1,0,9/10,90,43,10,13,1,"THOMAS, MALCOLM"
2020-21,FC Bayern Munich,4,7,1.8,2/6,33.3,0/2,0,3/4,75,8,1,3,0,"THOMAS, MALCOLM"
2014-15,Unicaja Malaga,24,166,6.9,59/103,57.3,8/28,28.6,24/33,72.7,109,6,21,3,"THOMAS, WILL"
2015-16,Unicaja Malaga,24,194,8.1,58/109,53.2,11/52,21.2,45/54,83.3,110,14,28,3,"THOMAS, WILL"
2017-18,Valencia Basket,30,185,6.2,54/94,57.4,15/52,28.8,32/43,74.4,107,25,32,2,"THOMAS, WILL"
2019-20,Zenit St Petersburg,27,278,10.3,78/129,60.5,26/76,34.2,44/58,75.9,105,26,38,4,"THOMAS, WILL"
2020-21,Zenit St Petersburg,2,10,5,1/4,25,1/3,33.3,5/6,83.3,12,0,5,0,"THOMAS, WILL"
2014-15,Nizhny Novgorod,23,333,14.5,95/176,54,34/91,37.4,41/49,83.7,187,19,37,10,"THOMPKINS, TREY"
2015-16,Real Madrid,15,89,5.9,18/42,42.9,14/40,35,11/11,100,45,2,16,5,"THOMPKINS, TREY"
2016-17,Real Madrid,26,158,6.1,27/57,47.4,29/61,47.5,17/21,81,62,8,6,6,"THOMPKINS, TREY"
2017-18,Real Madrid,29,276,9.5,57/105,54.3,42/100,42,36/42,85.7,148,19,31,9,"THOMPKINS, TREY"
2018-19,Real Madrid,24,202,8.4,46/80,57.5,29/74,39.2,23/26,88.5,86,11,16,2,"THOMPKINS, TREY"
2019-20,Real Madrid,20,217,10.8,48/83,57.8,32/66,48.5,25/28,89.3,78,9,13,3,"THOMPKINS, TREY"
2020-21,Real Madrid,5,64,12.8,18/26,69.2,8/16,50,4/4,100,22,1,5,4,"THOMPKINS, TREY"
2017-18,KIROLBET Baskonia Vitoria Gasteiz,33,251,7.6,33/49,67.3,54/131,41.2,23/30,76.7,79,30,42,3,"TIMMA, JANIS"
2018-19,Olympiacos Piraeus,23,79,3.4,9/19,47.4,19/47,40.4,4/8,50,21,7,16,2,"TIMMA, JANIS"
2019-20,Khimki Moscow Region,21,263,12.5,34/63,54,60/160,37.5,15/22,68.2,65,26,41,6,"TIMMA, JANIS"
2020-21,Khimki Moscow Region,2,15,7.5,1/1,100,3/6,50,4/4,100,5,4,4,0,"TIMMA, JANIS"
2019-20,Valencia Basket,21,171,8.1,54/89,60.7,12/39,30.8,27/38,71.1,90,10,13,10,"TOBEY, MIKE"
2020-21,Valencia Basket,4,28,7,11/21,52.4,1/4,25,3/4,75,16,1,3,2,"TOBEY, MIKE"
2019-20,Zenit St Petersburg,24,82,3.4,8/19,42.1,22/67,32.8,0/0,0,30,2,8,1,"TRUSHKIN, VLADISLAV"
2018-19,Anadolu Efes Istanbul,11,10,0.9,2/6,33.3,2/13,15.4,0/0,0,7,5,10,0,"TUNCER, BUGRAHAN"
2019-20,Anadolu Efes Istanbul,9,26,2.9,3/7,42.9,6/13,46.2,2/3,66.7,4,4,14,0,"TUNCER, BUGRAHAN"
2020-21,Anadolu Efes Istanbul,4,6,1.5,0/4,0,2/3,66.7,0/0,0,1,1,2,0,"TUNCER, BUGRAHAN"
2018-19,CSKA Moscow,13,22,1.7,9/11,81.8,1/5,20,1/1,100,10,2,8,0,"UKHOV, IVAN"
2019-20,CSKA Moscow,6,7,1.2,2/3,66.7,1/5,20,0/0,0,7,2,2,0,"UKHOV, IVAN"
2020-21,CSKA Moscow,5,5,1,1/3,33.3,1/5,20,0/0,0,2,0,1,0,"UKHOV, IVAN"
2014-15,Zalgiris Kaunas,24,130,5.4,36/68,52.9,10/31,32.3,28/37,75.7,61,14,29,1,"ULANOVAS, EDGARAS"
2015-16,Zalgiris Kaunas,24,151,6.3,35/91,38.5,13/38,34.2,42/48,87.5,108,16,47,4,"ULANOVAS, EDGARAS"
2016-17,Zalgiris Kaunas,30,232,7.7,60/117,51.3,16/42,38.1,64/73,87.7,100,9,45,10,"ULANOVAS, EDGARAS"
2017-18,Zalgiris Kaunas,35,264,7.5,71/137,51.8,21/46,45.7,59/75,78.7,144,19,74,15,"ULANOVAS, EDGARAS"
2018-19,Zalgiris Kaunas,34,244,7.2,56/115,48.7,23/65,35.4,63/75,84,114,19,46,6,"ULANOVAS, EDGARAS"
2019-20,Zalgiris Kaunas,28,232,8.3,48/103,46.6,25/68,36.8,61/75,81.3,93,12,57,2,"ULANOVAS, EDGARAS"
2020-21,Fenerbahce Beko Istanbul,5,43,8.6,10/26,38.5,7/14,50,2/3,66.7,13,3,9,0,"ULANOVAS, EDGARAS"
2014-15,Valencia Basket,5,57,11.4,16/28,57.1,7/21,33.3,4/7,57.1,12,6,25,0,"VAN ROSSOM, SAM"
2017-18,Valencia Basket,24,172,7.2,23/46,50,34/81,42,24/28,85.7,47,6,96,0,"VAN ROSSOM, SAM"
2019-20,Valencia Basket,14,97,6.9,17/34,50,16/46,34.8,15/16,93.8,29,7,64,0,"VAN ROSSOM, SAM"
2020-21,Valencia Basket,4,20,5,8/12,66.7,1/5,20,1/1,100,12,1,15,1,"VAN ROSSOM, SAM"
2020-21,Zalgiris Kaunas,5,23,4.6,4/5,80,5/9,55.6,0/1,0,4,1,5,0,"VASTURIA, STEVE"
2008-09,Partizan,17,82,4.8,29/40,72.5,1/18,5.6,21/39,53.8,57,8,7,5,"VESELY, JAN"
2009-10,Partizan Belgrade,22,184,8.4,54/90,60,12/30,40,40/64,62.5,108,16,31,10,"VESELY, JAN"
2010-11,Partizan mt:s Belgrade,15,152,10.1,49/82,59.8,10/28,35.7,24/54,44.4,54,19,16,13,"VESELY, JAN"
2014-15,Fenerbahce Ulker Istanbul,29,325,11.2,136/214,63.6,0/1,0,53/108,49.1,156,23,23,28,"VESELY, JAN"
2015-16,Fenerbahce Istanbul,23,273,11.9,112/180,62.2,2/3,66.7,43/95,45.3,156,19,37,22,"VESELY, JAN"
2016-17,Fenerbahce Istanbul,34,328,9.6,130/228,57,0/3,0,68/122,55.7,154,35,49,19,"VESELY, JAN"
2017-18,Fenerbahce Dogus Istanbul,34,424,12.5,159/261,60.9,0/0,0,106/150,70.7,174,32,53,24,"VESELY, JAN"
2018-19,Fenerbahce Beko Istanbul,31,380,12.3,135/204,66.2,1/5,20,107/136,78.7,146,43,73,17,"VESELY, JAN"
2019-20,Fenerbahce Beko Istanbul,18,155,8.6,65/108,60.2,0/2,0,25/48,52.1,76,23,28,12,"VESELY, JAN"
2020-21,Fenerbahce Beko Istanbul,5,63,12.6,28/44,63.6,0/2,0,7/12,58.3,35,6,10,0,"VESELY, JAN"
2015-16,FC Barcelona Lassa,22,59,2.7,9/19,47.4,12/27,44.4,5/5,100,26,4,7,0,"VEZENKOV, SASHA"
2016-17,FC Barcelona Lassa,30,226,7.5,48/71,67.6,34/71,47.9,28/33,84.8,97,20,34,6,"VEZENKOV, SASHA"
2017-18,FC Barcelona Lassa,13,46,3.5,11/17,64.7,4/18,22.2,12/13,92.3,33,5,7,1,"VEZENKOV, SASHA"
2018-19,Olympiacos Piraeus,28,105,3.8,35/55,63.6,6/29,20.7,17/21,81,62,10,12,2,"VEZENKOV, SASHA"
2019-20,Olympiacos Piraeus,26,185,7.1,40/64,62.5,28/61,45.9,21/26,80.8,53,7,13,5,"VEZENKOV, SASHA"
2020-21,Olympiacos Piraeus,5,40,8,6/18,33.3,7/16,43.8,7/7,100,24,2,3,1,"VEZENKOV, SASHA"
2003-04,CSKA Moscow,4,7,1.8,2/2,100,1/7,14.3,0/0,0,2,1,4,0,"VIALTSEV, EGOR"
2012-13,Khimki Moscow Region,18,86,4.8,20/31,64.5,13/25,52,7/7,100,17,4,19,1,"VIALTSEV, EGOR"
2015-16,Khimki Moscow Region,20,68,3.4,5/21,23.8,14/32,43.8,16/19,84.2,21,10,11,2,"VIALTSEV, EGOR"
2017-18,Khimki Moscow Region,30,119,4,11/22,50,26/62,41.9,19/22,86.4,26,8,22,1,"VIALTSEV, EGOR"
2018-19,Khimki Moscow Region,19,57,3,11/24,45.8,9/27,33.3,8/11,72.7,18,6,19,0,"VIALTSEV, EGOR"
2019-20,Khimki Moscow Region,5,10,2,3/4,75,1/3,33.3,1/2,50,8,1,4,0,"VIALTSEV, EGOR"
2020-21,Khimki Moscow Region,3,16,5.3,4/7,57.1,2/3,66.7,2/2,100,3,0,9,0,"VIALTSEV, EGOR"
2017-18,KIROLBET Baskonia Vitoria Gasteiz,24,107,4.5,14/32,43.8,21/51,41.2,16/23,69.6,30,12,49,2,"VILDOZA, LUCA"
2018-19,KIROLBET Baskonia Vitoria-Gasteiz,34,309,9.1,48/108,44.4,54/145,37.2,51/58,87.9,77,36,128,5,"VILDOZA, LUCA"
2019-20,KIROLBET Baskonia Vitoria-Gasteiz,16,113,7.1,25/51,49,17/59,28.8,12/12,100,31,18,51,7,"VILDOZA, LUCA"
2020-21,TD Systems Baskonia Vitoria-Gasteiz,3,40,13.3,7/13,53.8,7/19,36.8,5/6,83.3,4,6,11,0,"VILDOZA, LUCA"
2014-15,Valencia Basket,10,35,3.5,7/16,43.8,4/15,26.7,9/9,100,12,10,28,0,"VIVES, GUILLEM"
2017-18,Valencia Basket,16,70,4.4,6/12,50,18/50,36,4/4,100,28,9,59,4,"VIVES, GUILLEM"
2019-20,Valencia Basket,20,113,5.7,25/47,53.2,14/57,24.6,21/23,91.3,28,16,41,2,"VIVES, GUILLEM"
2020-21,Valencia Basket,4,23,5.8,7/8,87.5,3/9,33.3,0/0,0,5,5,7,1,"VIVES, GUILLEM"
2016-17,Baskonia Vitoria Gasteiz,33,332,10.1,103/160,64.4,23/73,31.5,57/78,73.1,232,19,57,11,"VOIGTMANN, JOHANNES"
2017-18,KIROLBET Baskonia Vitoria Gasteiz,34,296,8.7,85/133,63.9,30/52,57.7,36/54,66.7,150,14,55,9,"VOIGTMANN, JOHANNES"
2018-19,KIROLBET Baskonia Vitoria-Gasteiz,33,248,7.5,62/104,59.6,30/97,30.9,34/45,75.6,192,21,86,12,"VOIGTMANN, JOHANNES"
2019-20,CSKA Moscow,28,215,7.7,40/71,56.3,41/100,41,12/21,57.1,146,18,43,12,"VOIGTMANN, JOHANNES"
2020-21,CSKA Moscow,5,24,4.8,5/13,38.5,3/10,30,5/5,100,21,2,4,3,"VOIGTMANN, JOHANNES"
2020-21,Zenit St Petersburg,1,0,0,0/0,0,0/1,0,0/0,0,0,1,0,0,"VOLKHIN, IGOR"
2011-12,CSKA Moscow,11,11,1,4/8,50,0/4,0,3/4,75,5,2,8,0,"VORONOV, EVGENY"
2012-13,CSKA Moscow,2,0,0,0/1,0,0/0,0,0/0,0,1,0,0,0,"VORONOV, EVGENY"
2013-14,CSKA Moscow,1,0,0,0/0,0,0/0,0,0/0,0,0,2,0,0,"VORONOV, EVGENY"
2015-16,Lokomotiv Kuban Krasnodar,29,137,4.7,45/76,59.2,10/36,27.8,17/21,81,42,17,25,5,"VORONOV, EVGENY"
2016-17,Unics Kazan,23,68,3,20/46,43.5,5/26,19.2,13/17,76.5,30,19,13,2,"VORONOV, EVGENY"
2019-20,Zenit St Petersburg,18,107,5.9,18/55,32.7,18/52,34.6,17/27,63,19,9,18,2,"VORONOV, EVGENY"
2020-21,Khimki Moscow Region,2,5,2.5,1/4,25,1/2,50,0/0,0,2,0,1,0,"VORONOV, EVGENY"
2008-09,Olympiacos Piraeus,7,4,0.6,1/3,33.3,0/0,0,2/2,100,2,1,0,0,"VOUGIOUKAS, IAN"
2010-11,Panathinaikos Athens,22,90,4.1,33/60,55,0/0,0,24/37,64.9,25,5,5,9,"VOUGIOUKAS, IAN"
2011-12,Panathinaikos Athens,23,165,7.2,56/102,54.9,0/0,0,53/79,67.1,50,6,11,15,"VOUGIOUKAS, IAN"
2014-15,Galatasaray Liv Hospital Istanbul,9,22,2.4,8/23,34.8,0/0,0,6/9,66.7,17,1,9,2,"VOUGIOUKAS, IAN"
2015-16,Zalgiris Kaunas,24,266,11.1,97/179,54.2,0/0,0,72/84,85.7,112,13,31,14,"VOUGIOUKAS, IAN"
2017-18,Panathinaikos Superfoods Athens,33,122,3.7,41/65,63.1,0/0,0,40/51,78.4,54,5,12,6,"VOUGIOUKAS, IAN"
2018-19,Panathinaikos OPAP Athens,21,86,4.1,34/56,60.7,0/1,0,18/24,75,39,2,17,6,"VOUGIOUKAS, IAN"
2019-20,Panathinaikos OPAP Athens,18,49,2.7,19/32,59.4,0/1,0,11/14,78.6,26,3,8,6,"VOUGIOUKAS, IAN"
2020-21,Crvena Zvezda mts Belgrade,4,41,10.3,7/17,41.2,6/17,35.3,9/12,75,8,2,9,1,"WALDEN, TORRIAN"
2018-19,Zalgiris Kaunas,34,176,5.2,56/98,57.1,13/44,29.5,25/31,80.6,89,18,75,1,"WALKUP, THOMAS"
2019-20,Zalgiris Kaunas,28,270,9.6,75/148,50.7,28/60,46.7,36/42,85.7,101,28,154,3,"WALKUP, THOMAS"
2020-21,Zalgiris Kaunas,5,18,3.6,2/10,20,4/14,28.6,2/2,100,10,4,19,0,"WALKUP, THOMAS"
2020-21,FC Bayern Munich,5,30,6,6/16,37.5,4/14,28.6,6/8,75,11,5,13,1,"WEILER-BABB, NICK"
2012-13,Partizan mt:s Belgrade,9,86,9.6,18/49,36.7,13/30,43.3,11/13,84.6,23,3,37,0,"WESTERMANN, LEO"
2013-14,Partizan NIS Belgrade,5,35,7,6/19,31.6,5/13,38.5,8/8,100,7,2,11,0,"WESTERMANN, LEO"
2014-15,Limoges CSP,10,77,7.7,13/35,37.1,14/38,36.8,9/10,90,23,17,43,1,"WESTERMANN, LEO"
2015-16,Limoges CSP,10,101,10.1,26/47,55.3,11/32,34.4,16/18,88.9,28,11,43,1,"WESTERMANN, LEO"
2016-17,Zalgiris Kaunas,30,247,8.2,56/114,49.1,32/93,34.4,39/44,88.6,96,16,165,1,"WESTERMANN, LEO"
2017-18,CSKA Moscow,17,79,4.6,12/29,41.4,13/40,32.5,16/16,100,20,7,32,1,"WESTERMANN, LEO"
2018-19,Zalgiris Kaunas,27,172,6.4,16/45,35.6,37/88,42,29/39,74.4,54,15,76,0,"WESTERMANN, LEO"
2019-20,Fenerbahce Beko Istanbul,22,84,3.8,8/22,36.4,21/44,47.7,5/7,71.4,35,8,39,0,"WESTERMANN, LEO"
2020-21,Fenerbahce Beko Istanbul,1,0,0,0/1,0,0/0,0,0/0,0,1,0,0,0,"WESTERMANN, LEO"
2017-18,Zalgiris Kaunas,36,322,8.9,100/171,58.5,20/52,38.5,62/83,74.7,158,22,35,13,"WHITE, AARON"
2018-19,Zalgiris Kaunas,34,280,8.2,83/145,57.2,14/42,33.3,72/91,79.1,142,12,23,7,"WHITE, AARON"
2019-20,AX Armani Exchange Milan,15,31,2.1,6/16,37.5,3/12,25,10/12,83.3,21,2,5,1,"WHITE, AARON"
2020-21,Panathinaikos OPAP Athens,3,12,4,2/2,100,2/7,28.6,2/2,100,3,0,0,1,"WHITE, AARON"
2015-16,Darussafaka Dogus Istanbul,20,205,10.3,33/80,41.3,36/103,35,31/41,75.6,30,20,46,1,"WILBEKIN, SCOTTIE"
2016-17,Darussafaka Dogus Istanbul,31,361,11.6,47/99,47.5,69/171,40.4,60/69,87,56,44,100,1,"WILBEKIN, SCOTTIE"
2018-19,Maccabi FOX Tel Aviv,29,373,12.9,61/119,51.3,65/198,32.8,56/70,80,53,26,90,0,"WILBEKIN, SCOTTIE"
2019-20,Maccabi FOX Tel Aviv,26,419,16.1,42/96,43.8,90/207,43.5,65/80,81.3,51,32,88,1,"WILBEKIN, SCOTTIE"
2020-21,Maccabi Playtika Tel Aviv,5,85,17,12/25,48,15/47,31.9,16/20,80,16,8,25,0,"WILBEKIN, SCOTTIE"
2018-19,FC Bayern Munich,29,388,13.4,91/168,54.2,36/108,33.3,98/125,78.4,121,18,18,14,"WILLIAMS, DERRICK"
2019-20,Fenerbahce Beko Istanbul,28,316,11.3,69/114,60.5,44/118,37.3,46/69,66.7,109,30,34,9,"WILLIAMS, DERRICK"
2020-21,Valencia Basket,4,35,8.8,11/19,57.9,3/7,42.9,4/6,66.7,14,0,3,2,"WILLIAMS, DERRICK"
2019-20,LDLC ASVEL Villeurbanne,2,16,8,2/4,50,4/10,40,0/0,0,7,5,0,2,"YABUSELE, GUERSCHON"
2020-21,LDLC ASVEL Villeurbanne,1,8,8,2/3,66.7,1/5,20,1/2,50,3,1,1,0,"YABUSELE, GUERSCHON"
2020-21,Zenit St Petersburg,1,0,0,0/1,0,0/0,0,0/0,0,0,0,0,0,"ZAKHAROV, DENIS"
2009-10,Khimki,1,0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,"ZAYTSEV, VYACHESLAV"
2010-11,Khimki Moscow Region,3,0,0,0/1,0,0/1,0,0/0,0,0,1,0,0,"ZAYTSEV, VYACHESLAV"
2017-18,Khimki Moscow Region,20,16,0.8,3/8,37.5,2/10,20,4/4,100,10,1,12,3,"ZAYTSEV, VYACHESLAV"
2018-19,Khimki Moscow Region,15,27,1.8,8/18,44.4,1/3,33.3,8/12,66.7,8,6,8,5,"ZAYTSEV, VYACHESLAV"
2019-20,Khimki Moscow Region,19,53,2.8,21/34,61.8,1/6,16.7,8/14,57.1,40,10,21,9,"ZAYTSEV, VYACHESLAV"
2020-21,Khimki Moscow Region,5,62,12.4,20/30,66.7,4/10,40,10/10,100,17,5,27,3,"ZAYTSEV, VYACHESLAV"
2013-14,FC Bayern Munich,5,21,4.2,5/13,38.5,1/3,33.3,8/8,100,5,0,3,0,"ZIPSER, PAUL"
